-0.38	0.23	0.78
-0.37	0.23	0.78
-0.39	0.22	0.82
-0.39	0.21	0.81
-0.37	0.22	0.82
-0.37	0.24	0.78
-0.39	0.21	0.78
-0.36	0.22	0.81
-0.38	0.24	0.8
-0.39	0.22	0.79
-0.4	0.24	0.81
-0.38	0.22	0.79
-0.37	0.26	0.78
-0.37	0.25	0.8
-0.37	0.23	0.79
-0.39	0.23	0.8
-0.38	0.26	0.79
-0.38	0.26	0.82
-0.36	0.25	0.8
-0.38	0.24	0.79
-0.38	0.26	0.77
-0.37	0.26	0.78
-0.37	0.22	0.79
-0.32	0.25	0.85
-0.34	0.22	0.83
-0.33	0.19	0.83
-0.33	0.18	1.02
-0.37	0.16	0.82
-0.34	0.09	0.82
-0.34	0.14	0.78
-0.37	0.21	0.83
-0.38	0.22	0.82
-0.38	0.25	0.79
-0.38	0.28	0.78
-0.39	0.31	0.8
-0.38	0.33	0.8
-0.41	0.29	0.83
-0.37	0.24	0.77
-0.38	0.24	0.82
-0.34	0.18	0.79
-0.35	0.18	0.82
-0.35	0.18	0.8
-0.35	0.15	0.81
-0.34	0.13	0.8
-0.32	0.15	0.82
-0.34	0.14	0.82
-0.34	0.16	0.82
-0.36	0.17	0.84
-0.34	0.16	0.8
-0.34	0.18	0.82
